"dataset_id","title","species","tissues","organ_parts","cell_types","cells","spots","genes","development_stages","sex","stomics_technologies","sample_number","sections_number","disease","browser","summary","overall_design","submission_date","last_modified","contributors","contacts","citation","accessions","platforms","pmid","dataset_quality"
"STDS0000089","Interleukin-17 governs hypoxic adaptation of injured epithelium [spatial transcriptomics]","Mus musculus","Skin","","","0","3909","32285","","","10x Visium","0","0","Injured skin","","To define the gene signature and spatial architecture of the skin after injury, we performed spatial transcriptomics from mouse unwounded and wounded skin.","Wild type (unwounded, wounded) and GFP-KI (wounded) skin were fresh frozen and sectioned at 10um thickness onto spatial transcriptomics (ST) slides for mRNA capture, followed by library preparation and sequencing. The GFP-KI genotype disrupts the Rorc gene.","2021-02-17 00:00:00","2021-02-22 00:00:00","Piotr Konieczny;Xing Yue;Ikjot Sidhu;Shruti Naik","Shruti.Naik@nyulangone.org","Konieczny, Piotr et al. “Interleukin-17 governs hypoxic adaptation of injured epithelium.” Science (New York, N.Y.) vol. 377,6602 (2022): eabg9302. doi:10.1126/science.abg9302","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE166948","GPL24247","35709248","5"
"STDS0000005","Transcriptome-scale spatial gene expression in the human dorsolateral prefrontal cortex","Homo sapiens","Brain","Dorsolateral prefrontal cortex","","0","47681","33538","","","10x Visium","3","12","Schizophrenia and Autism spectrum disorder","","","","2021-02-08 00:00:00","2021-02-08 00:00:00","","","Maynard, Kristen R et al. “Transcriptome-scale spatial gene expression in the human dorsolateral prefrontal cortex.” Nature neuroscience vol. 24,3 (2021): 425-436. doi:10.1038/s41593-020-00787-0","http://research.libd.org/spatialLIBD/","","33558695","5"
"STDS0000004","A spatially resolved brain region- and cell type-specific isoform atlas of the postnatal mouse brain","Mus musculus","Brain","","astrocytes;oligodendrocytes;populations of vascular and immune cells;neuronal types","29375","3024","31053","","","10x Visium;scRNA","11","1","","","Alternative RNA splicing varies across brain regions, but the single-cell resolution of such regional variation is unknown. Here we present the first single-cell investigation of differential isoform expression (DIE) between brain regions, by performing single cell long-read transcriptome sequencing in the mouse hippocampus and prefrontal cortex in 45 cell types at postnatal day 7. Using isoform tests for brain-region specific DIE, which outperform exon-based tests, we detect hundreds of brain-region specific DIE events traceable to specific cell-types. Many DIE events correspond to functionally distinct protein isoforms, some with just a 6-nucleotide exon variant. In most instances, one cell type is responsible for brain-region specific DIE. Cell types indigenous to only one anatomic structure display distinctive DIE, where for example, the choroid plexus epithelium manifest unique transcription start sites. However, for some genes, multiple cell-types are responsible for DIE in bulk data, indicating that regional identity can, although less frequently, override cell-type specificity. We validated our findings with spatial transcriptomics and long-read sequencing, yielding the first spatially resolved splicing map in the postnatal mouse brain (www.isoformAtlas.com). Our methods are highly generalizable. They provide a robust means of quantifying isoform expression with cell-type and spatial resolution, and reveal how the brain integrates molecular and cellular complexity to serve function.","10x single-cell sequencing done on two replicates of Hippocampus and Prefrontal Cortex (PFC) samples. PacBio sequencing done on the same cDNA to get long read expression data in single cells. Spatial sequencing was conducted using 10x visium sequencing on brain slices, followed by PacBio and Oxford Nanopore sequencing on the same cDNA","2020-09-23 00:00:00","2021-02-01 00:00:00","Joglekar A;Collier P;Tilgner H","anj2026@med.cornell.edu","Joglekar, Anoushka et al. “A spatially resolved brain region- and cell type-specific isoform atlas of the postnatal mouse brain.” Nature communications vol. 12,1 463. 19 Jan. 2021, doi:10.1038/s41467-020-20343-5","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE158450","Illumina HiSeq 4000;Illumina NovaSeq 6000;PromethION","33469025","5"
"STDS0000008","The orchestrated cellular and molecular responses of the kidney to endotoxin define a precise sepsis timeline","Mus musculus","Kidney","","renal epithelial;immune;endothelial","52036","1888","31053","","Male","Spatial Transcriptomics;scRNA","8","1","Acute kidney injury","","Clinical sepsis is a highly dynamic state that progresses at variable rates and has life-threatening consequences. Staging patients along the sepsis timeline requires a thorough knowledge of the evolution of cellular and molecular events at the tissue level. Here, we investigated the kidney, an organ central to the pathophysiology of sepsis. Single cell RNA sequencing and spatial transcriptomics revealed the involvement of various cell populations in injury and repair to be temporally organized and highly orchestrated. We identified key changes in gene expression that altered cellular functions and can explain features of clinical sepsis. These changes converged towards a remarkable global cell-cell communication failure and organ shutdown at a well-defined point in the sepsis timeline. Importantly, this time point was also a transition towards the emergence of recovery pathways. This rigorous spatial and temporal definition of murine sepsis will uncover precise biomarkers and targets that can help stage and treat human sepsis.","The 129sv mouse was sacrificed 6 hours after cecal ligation puncture and tissue was placed in an OCT mold and stored at -80 C. A septic mouse kidney was immediately frozen in Optimal Cutting Temperature media (O.C.T.). A 10 渭m frozen tissue section was cut and affixed to a Visium Spatial Gene Expression library preparation slide (Catalogue # 1000200, 10x Genomics, Pleasanton, California, USA). The specimen was fixed in methanol and stained with hematoxylin-eosin reagents. Images of hematoxylin-eosin-labeled tissues were collected as mosaics of 10x fields using a Keyence BZ-X810 fluorescence microscope equipped with a Nikon 10x CFI Plan Fluor objective. The tissue was then permeabilized for 12 minutes and RNA was isolated. The cDNA libraries were prepared and then sequenced on an Illumina NovaSeq 6000. Using Seurat 3.1.4, we identified anchors between the integrated single cell object and the spatial transcriptomics datasets and used those to transfer the cluster data from the single cell to the spatial transcriptomics. For each spatial transcriptomics spot, this transfer assigns a score to each single cell cluster. We selected the cluster with the highest score in each spot to represent its single cell associated cluster. Using a Loupe Browser, expression data was visualized overlying the hematoxylin-eosin image.","2020-07-09 00:00:00","2021-01-16 00:00:00","Janosevic D;Hato T;McCarthy T","","Janosevic, Danielle et al. “The orchestrated cellular and molecular responses of the kidney to endotoxin define a precise sepsis timeline.” eLife vol. 10 e62270. 15 Jan. 2021, doi:10.7554/eLife.62270","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE154107;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151658","Illumina NovaSeq 6000","33448928","3"
"STDS0000168","Soybean Organ Transcriptomic Atlas","Glycine max","Plant part","Root;SAM;Nodule;Leaf;Stem","","50793","46387","51921","VC","","Stereo-Seq;scRNA","5","57","","","Disclosing Revealing the temporal and spatial expression of each gene is predominantly importantcritical for the understanding of plant organ development. To this end, There is increasing demand for the construction of an integrated transcriptomic atlases using different multiple types of transcriptome data as a means of achieving this aim is increasingly demanded.   in increasing demand. In this study, we sequencesequenced 315 soybean tissues during over the course of the full whole developmental cycle by bulk RNA-seq and sequencesequenced 5 representative organs (root, noduleroots, nodules, shoot apical meristem, leaf and stemmeristems, leaves and stems) by snRNA-seq and Stereo-seq, respectively. Integrating these transcriptome data, we constructconstructed a comprehensive soybean transcriptomic atlases. TakenTaking the investigations of genes related to blade, vascular bundles and nodule development as examples, we demonstrate that thean integrating of integrated transcriptomic atlas has robust powerful potential for in exploring key genes in organ formation. Together, the panoramic soybean transcriptomic atlases provides a valuable resource and wouldwill greatly promote the functional studystudies in the future.","Roots, stems, leaves, shoot apical meristems and nodule from the vegetative cotyledon stages of Glycine max Zhonghuang 13 were fresh frozen and sectioned at 10μm thickness onto spatial transcriptomics (ST) slides for mRNA capture, and the nucleus was dissociated to prepare a single cell suspension for mRNA capture, followed by library preparation and sequencing.","2022-12-19 00:00:00","2020-12-19 00:00:00","Jingwei Fan , Yanting Shen , Chuan Chen , Xi Chen , Xun Xu , Xin Liu , Zhixi Tian","xuxun@genomics.cn , liuxin@genomics.cn , zxtian@genetics.ac.cn","","","DNBSEQ-T1, DNBSEQ-T7 , DNBSEQ-T10 , DNBSEQ-G400(MGISEQ-2000)","","1"
"STDS0000075","High spatial resolution multi-omics atlas sequencing of mouse embryos","Mus musculus","Embryo","","","0","24769","22846","E10;E12;E11","","DBiT-seq","0","0","","","Microfluidic deterministic barcoding of mRNAs and proteins in tissue slides followed by high throughput sequencing enables the construction of high-spatial-resolution multi-omics atlas at the genome scale. Applying it to mouse embryo tissues revealed major tissue (sub)types in early-stage organogenesis, brain micro-vasculatures, and the fine structure of an optical vesicle at the single-cell-layer resolution.","Applying new approach 鈥?microfluidic Deterministic Barcoding in Tissue for spatial omics sequencing to mouse embryo tissues in different resolution (10渭m, 25渭m, 50渭m).","2019-09-25 00:00:00","2020-12-16 00:00:00","Rong Fan;Yang Liu;Mingyu Yang;Yanxiang Deng","mingyu.yang@yale.edu","Liu, Yang et al. “High-Spatial-Resolution Multi-Omics Sequencing via Deterministic Barcoding in Tissue.” Cell vol. 183,6 (2020): 1665-1681.e18. doi:10.1016/j.cell.2020.10.026","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE137986","Illumina HiSeq 4000","33188776","5"
"STDS0000072","LCM-Seq analysis of microscopically defined human embryo HSC microenvironment","Homo sapiens","Dorsal aorta","","CS17;CS16","0","0","0","","","LCM-seq","0","0","","","This dataset contains RNA-Seq data for cells within spatially defined subdomains of the human embryo dorsal aorta, subdissected from tissue sections using laser capture microdissection. This dataset explores dorsal-ventral polarisation across the dorsal aorta, the site of hematopoietic stem cell emergence.","In total 30 samples (subdomains) from 6 human embryos are analysed. This includes 6 subdomains (V_Inner, D_Inner, V_Mid, D_Mid, V_Outer, D_Outer) from 3 CS16 embryos and 4 subdomains ([V], [VL], [DL], [D]) from 3 CS17 embryos.","2020-06-05 00:00:00","2020-12-01 00:00:00","Edie I Crosse;Alexander Medvinsky","edie.crosse@outlook.com","Crosse, Edie I et al. “Multi-layered Spatial Transcriptomics Identify Secretory Factors Promoting Human Hematopoietic Stem Cell Development.” Cell stem cell vol. 27,5 (2020): 822-839.e8. doi:10.1016/j.stem.2020.08.004","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151875;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151877","Illumina HiSeq 4000;Illumina NovaSeq 6000","32946788","2"
"STDS0000001","Multimodal Analysis of Composition and Spatial Architecture in Human Squamous Cell Carcinoma","Homo sapiens","Skin","","fibroblasts;endothelial cells;melanocytes;CLEC9A;CD1C;plasmacytoid;AXL+SIGLEC6+ (AS) dendritic cells (DCs)","50009","8928","33538","","","10x Visium;Spatial Transcriptomics;scRNA","6","19","Squamous cell carcinoma","","To define the cellular composition and spatial architecture of the tumor micoenvironment, we combined single-cell RNA-sequencing, spatial transcriptomics, and multiplexed ion-beam imaging from 10 patient cutaneous squamous cell carcinoma tumors and site-matched normal skin","Patient tumors were fresh frozen and sectioned at 10um thickness onto spatial transcriptomics (ST) slides for mRNA capture, followed by library preparation and sequencing","2020-01-24 00:00:00","2020-11-18 00:00:00","Andrew Ji","andrewji@stanford.edu","Ji, Andrew L et al. “Multimodal Analysis of Composition and Spatial Architecture in Human Squamous Cell Carcinoma.” Cell vol. 182,2 (2020): 497-514.e22. doi:10.1016/j.cell.2020.05.039","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE144239","Illumina NextSeq 500","32579974","5"
"STDS0000073","Integrating microarray-based spatial transcriptomics and single-cell RNA-seq reveals tissue architecture in pancreatic ductal adenocarcinomas 9606","Homo sapiens","Pancreas","Pancreatic adenocarcinoma","","0","2997","19738","","","Spatial Transcriptomics","9","0","","","Single-cell RNA sequencing (scRNA-seq) enables the systematic identification of cell populations in a tissue, but characterizing their spatial organization remains challenging. We combine a microarray-based spatial transcriptomics method that reveals spatial patterns of gene expression using an array of spots, each capturing the transcriptomes of multiple adjacent cells, with scRNA-Seq generated from the same sample. To annotate the precise cellular composition of distinct tissue regions, we introduce a method for multimodal intersection analysis. Applying multimodal intersection analysis to primary pancreatic tumors, we find that subpopulations of ductal cells, macrophages, dendritic cells and cancer cells have spatially restricted enrichments, as well as distinct coenrichments with other cell types. Furthermore, we identify colocalization of inflammatory fibroblasts and cancer cells expressing a stress-response gene module. Our approach for mapping the architecture of scRNA-seq-defined subpopulations can be applied to reveal the interactions inherent to complex tissues.","Single-cell RNA-sequencing and spatial transcriptomics of primary pancreatic cancer tissue from six patients. 2018-03-12","2018-03-02 00:00:00","2020-11-05 00:00:00","Reuben Moncada","itai.yanai@nyumc.org","Moncada, Reuben et al. “Integrating microarray-based spatial transcriptomics and single-cell RNA-seq reveals tissue architecture in pancreatic ductal adenocarcinomas.” Nature biotechnology vol. 38,3 (2020): 333-342. doi:10.1038/s41587-019-0392-8","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111672","Illumina NextSeq 500","31932730","5"
"STDS0000132","Spatial transcriptome of FFPE sample by DBiT-seq","Mus musculus","Embryo","Mouse Embryo;Mouse atrium;Mouse ventricle;Mouse aorta","","0","9115","15880","","","DBiT-seq","5","5","","","Here, we show that DBiT-seq (Deterministic barcoding in tissue) can be applied to FFPE samples, providing quality transcriptome information. We first studied the E10.5 mouse embryo tissue section with a 25 µm pixel size chip and identified all the major anatomical structures. Then, we analyzed the three major components of mouse heart and circulatory system: aorta, atrium, and ventricle.  Results show that major cell types in all above tissue types can be identified after integration with published scRNA-seq reference data.","Spatial transcriptome of FFPE sample, including mosue embryo E10.5, adult mouse aorta, artrium and ventricle","2020-08-25 00:00:00","2020-11-01 00:00:00","Fan Rong;Liu Yang","yang.liu.yl2224@yale.edu","","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156862","GPL21103","","2"
"STDS0000045","Human Cerebellum: Targeted, Neuroscience Panel","Homo sapiens","Breast","","","0","4992","1186","","","10x Visium","1","1","","","10x Genomics obtained fresh frozen Homo sapiens cerebellum tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained following Methanol Fixation, H&E Staining & Imaging for Visium Spatial Protocols (CG000160).","","2020-10-27 00:00:00","2020-10-27 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Targeted_Visium_Human_Cerebellum_Neuroscience","","","5"
"STDS0000044","Human Cerebellum: Whole Transcriptome Analysis","Homo sapiens","Breast","","","0","4992","36601","","","10x Visium","1","1","","","10x Genomics obtained fresh frozen Homo sapiens cerebellum tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained following Methanol Fixation, H&E Staining & Imaging for Visium Spatial Protocols (CG000160).","","2020-10-27 00:00:00","2020-10-27 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Parent_Visium_Human_Cerebellum","","","5"
"STDS0000043","Human Spinal Cord: Targeted, Neuroscience Panel. Stains: DAPI, Anti-SNAP25, Anti-GFAP, Anti-Myelin CNPase","Homo sapiens","Spinal cord","","","0","2812","1186","","","10x Visium","1","1","","","10x Genomics obtained fresh frozen Homo sapiens spinal cord tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained with antibodies and DAPI following Methanol Fixation, Immunofluorescence Staining & Imaging for Visium Spatial Protocols (CG000312).10x Genomics obtained fresh frozen Homo sapiens spinal cord tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained with antibodies and DAPI following Methanol Fixation, Immunofluorescence Staining & Imaging for Visium Spatial Protocols (CG000312).10x Genomics obtained fresh frozen Homo sapiens spinal cord tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained with antibodies and DAPI following Methanol Fixation, Immunofluorescence Staining & Imaging for Visium Spatial Protocols (CG000312).","","2020-10-27 00:00:00","2020-10-27 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Targeted_Visium_Human_SpinalCord_Neuroscience","","","5"
"STDS0000042","Human Spinal Cord: Whole Transcriptome Analysis. Stains: DAPI, Anti-SNAP25, Anti-GFAP, Anti-Myelin CNPase","Homo sapiens","Spinal cord","","","0","2812","36601","","","10x Visium","1","1","","","10x Genomics obtained fresh frozen Homo sapiens spinal cord tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained with antibodies and DAPI following Methanol Fixation, Immunofluorescence Staining & Imaging for Visium Spatial Protocols (CG000312).10x Genomics obtained fresh frozen Homo sapiens spinal cord tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained with antibodies and DAPI following Methanol Fixation, Immunofluorescence Staining & Imaging for Visium Spatial Protocols (CG000312).10x Genomics obtained fresh frozen Homo sapiens spinal cord tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained with antibodies and DAPI following Methanol Fixation, Immunofluorescence Staining & Imaging for Visium Spatial Protocols (CG000312).","","2020-10-27 00:00:00","2020-10-27 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Parent_Visium_Human_SpinalCord","","","5"
"STDS0000041","Human Glioblastoma: Targeted, Pan-Cancer Panel","Homo sapiens","Brain","Glioblastoma multiforme tissue","","0","3468","1253","","","10x Visium","1","1","Glioblastoma","","10x Genomics obtained fresh frozen human glioblastoma multiforme tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained following Methanol Fixation, H&E Staining & Imaging for Visium Spatial Protocols (CG000160).","","2020-10-27 00:00:00","2020-10-27 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Targeted_Visium_Human_Glioblastoma_Pan_Cancer","","","5"
"STDS0000040","Human Glioblastoma: Whole Transcriptome Analysis","Homo sapiens","Brain","Glioblastoma multiforme tissue","","0","3468","1186","","","10x Visium","1","1","Glioblastoma","","10x Genomics obtained fresh frozen human glioblastoma multiforme tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained following Methanol Fixation, H&E Staining & Imaging for Visium Spatial Protocols (CG000160).","","2020-10-27 00:00:00","2020-10-27 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Parent_Visium_Human_Glioblastoma","","","5"
"STDS0000039","Human Breast Cancer: Targeted, Immunology Panel","Homo sapiens","Breast","","","0","4325","36601","","","10x Visium","1","1","Breast Cancer","","10x Genomics obtained fresh frozen human Invasive Lobular Carcinoma breast tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained following Methanol Fixation, H&E Staining & Imaging for Visium Spatial Protocols (CG000160).","","2020-10-27 00:00:00","2020-10-27 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Targeted_Visium_Human_BreastCancer_Immunology","","","5"
"STDS0000038","Human Breast Cancer: Whole Transcriptome Analysis","Homo sapiens","Breast","","","0","4325","36601","","","10x Visium","1","1","Breast Cancer","","10x Genomics obtained fresh frozen human Invasive Lobular Carcinoma breast tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained following Methanol Fixation, H&E Staining & Imaging for Visium Spatial Protocols (CG000160).","","2020-10-27 00:00:00","2020-10-27 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Parent_Visium_Human_BreastCancer","","","5"
"STDS0000037","Human Ovarian Cancer: Targeted, Pan-Cancer Panel. Stains: DAPI, Anti-PanCK, Anti-CD45","Homo sapiens","Ovarian","","","0","3493","1253","","","10x Visium","1","1","Endometrial Adenocarcinoma","","10x Genomics obtained fresh frozen Endometrial Adenocarcinoma of the ovary tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained with antibodies and DAPI following Methanol Fixation, Immunofluorescence Staining & Imaging for Visium Spatial Protocols (CG000312). The tissue was AJCC/UICC T1N0M0, Stage Group I.","","2020-10-27 00:00:00","2020-10-27 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Targeted_Visium_Human_OvarianCancer_Pan_Cancer","","","5"
"STDS0000036","Human Ovarian Cancer: Targeted, Immunology Panel.  Stains: DAPI, Anti-PanCK, Anti-CD45","Homo sapiens","Ovarian","","","0","3493","1056","","","10x Visium","1","1","Endometrial Adenocarcinoma","","10x Genomics obtained fresh frozen Endometrial Adenocarcinoma of the ovary tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained with antibodies and DAPI following Methanol Fixation, Immunofluorescence Staining & Imaging for Visium Spatial Protocols (CG000312). The tissue was AJCC/UICC T1N0M0, Stage Group I.","","2020-10-27 00:00:00","2020-10-27 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Targeted_Visium_Human_OvarianCancer_Immunology","","","5"
"STDS0000035","Human Ovarian Cancer: Whole Transcriptome Analysis. Stains: DAPI, Anti-PanCK, Anti-CD45","Homo sapiens","Ovarian","","","0","3493","36601","","","10x Visium","1","1","Endometrial Adenocarcinoma","","10x Genomics obtained fresh frozen Endometrial Adenocarcinoma of the ovary tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained with antibodies and DAPI following Methanol Fixation, Immunofluorescence Staining & Imaging for Visium Spatial Protocols (CG000312). The tissue was AJCC/UICC T1N0M0, Stage Group I.","","2020-10-27 00:00:00","2020-10-27 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Parent_Visium_Human_OvarianCancer","","","5"
"STDS0000034","Human Colorectal Cancer: Targeted, Gene Signature Panel","Homo sapiens","Intestine","","","0","3138","1134","","","10x Visium","1","1","Colorectal Cancer","","10x Genomics obtained fresh frozen Invasive Adenocarcinoma of the large intestine tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained following Methanol Fixation, H&E Staining & Imaging for Visium Spatial Protocols (CG000160).","","2020-10-27 00:00:00","2020-10-27 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Targeted_Visium_Human_ColorectalCancer_GeneSignature","","","5"
"STDS0000033","Human Colorectal Cancer: Whole Transcriptome Analysis","Homo sapiens","Intestine","","","0","3138","36601","","","10x Visium","1","1","Colorectal Cancer","","10x Genomics obtained fresh frozen Invasive Adenocarcinoma of the large intestine tissue from BioIVT Asterand. The tissue was embedded and cryosectioned as described in Visium Spatial Protocols – Tissue Preparation Guide (Demonstrated Protocol CG000240). Tissue sections of 10µm were placed on Visium Gene Expression slides and fixed and stained following Methanol Fixation, H&E Staining & Imaging for Visium Spatial Protocols (CG000160).","","2020-10-27 00:00:00","2020-10-27 00:00:00","","","","https://support.10xgenomics.com/spatial-gene-expression/datasets/1.2.0/Parent_Visium_Human_ColorectalCancer","","","5"
"STDS0000068","Onco-fetal reprogramming of endothelial cells drives immunosuppressive macrophages in Hepatocellular Carcinoma (Nanostring)","Homo sapiens","Liver","Liver;Fetal liver","","0","0","0","","","GeoMx DSP","0","0","","","Liver dysfunction is associated with diseases ranging from metabolic disorders to hepatocellular carcinomas (HCC). Here we employed single-cell RNA-sequencing to extensively characterise the cellular landscape of human liver, from development to disease. We analysed ~212,000 cells representing human fetal liver, HCC and mouse liver. Our analysis revealed a remarkable fetal-like reprogramming of the tumor microenvironment (TME). Specifically, the HCC ecosystem displayed features reminiscent of fetal development, including the re-emergence of fetal-associated endothelial cells (PLVAP+/VEGFR2+), and fetal-like (FOLR2+) tumor-associated macrophages (TAMs). In a cross-species comparative analysis, we discovered remarkable similarity of gene expression and regulatory networks between mouse embryonically-seeded, fetal-liver and FOLR2+ tumor macrophages. Spatial transcriptomics further corroborated a shared onco-fetal ecosystem between fetal-liver and HCC. Furthermore, gene regulatory analysis, spatial transcriptomics, and in vitro functional assays implicated VEGF and NOTCH signaling in maintaining onco-fetal ecosystem. Taken together, we report a shared immunosuppressive onco-fetal ecosystem between the human fetal-liver and HCC. Our results unravel a previously unexplored onco-fetal reprogramming of tumor ecosystem, provides a novel target for therapeutic interventions in HCC and also opens up avenues for identifying similar paradigms in other cancers and disease states.","Analysis of hepatocellular carcinoma (HCC) and human fetal liver samples ,Tissue slides from 3 HCC patients (adjacent normal & tumor section for each) and 3 human fetal liver samples were used for this experiment. 12 regions of interests were selected for each of the 9 samples so a total of 108 regions of interests were analysed. The samples were stained with 96 targets (immune, stromal, epithelial and onco-fetal markers).","2020-08-21 00:00:00","2020-09-27 00:00:00","Sharma A;Seow JW;Dutertre C;Pai R;Blériot C;Mishra A;Wong RM;Singh GS;Sudhagar S;Khalilnezhad S;Erdal S;Teo HM;Khalilnezhad A;Chakarov S;Lim TK;Chung AY;Kow AW;Cheow PC;Bonney GK;Goh BK;Chan JK;Chow PK;Ginhoux F;DasGupta R","sharmaa@gis.a-star.edu.sg","Sharma, Ankur et al. “Onco-fetal Reprogramming of Endothelial Cells Drives Immunosuppressive Macrophages in Hepatocellular Carcinoma.” Cell vol. 183,2 (2020): 377-394.e21. doi:10.1016/j.cell.2020.08.040","https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156626;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE156625","Multiplex spatial transcriptomics assay","32976798","2"
