id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	Astrocytes|Astrocytes	Astrocytes|Erythroid cells	Astrocytes|Interneurons	Astrocytes|Neuroblasts1	Astrocytes|Neuroblasts2	Astrocytes|Neurons1	Astrocytes|Neurons2	Astrocytes|Neurons3	Astrocytes|Platelets	Astrocytes|Pyramidal cells	Astrocytes|Unknown	Erythroid cells|Astrocytes	Erythroid cells|Erythroid cells	Erythroid cells|Interneurons	Erythroid cells|Neuroblasts1	Erythroid cells|Neuroblasts2	Erythroid cells|Neurons1	Erythroid cells|Neurons2	Erythroid cells|Neurons3	Erythroid cells|Platelets	Erythroid cells|Pyramidal cells	Erythroid cells|Unknown	Interneurons|Astrocytes	Interneurons|Erythroid cells	Interneurons|Interneurons	Interneurons|Neuroblasts1	Interneurons|Neuroblasts2	Interneurons|Neurons1	Interneurons|Neurons2	Interneurons|Neurons3	Interneurons|Platelets	Interneurons|Pyramidal cells	Interneurons|Unknown	Neuroblasts1|Astrocytes	Neuroblasts1|Erythroid cells	Neuroblasts1|Interneurons	Neuroblasts1|Neuroblasts1	Neuroblasts1|Neuroblasts2	Neuroblasts1|Neurons1	Neuroblasts1|Neurons2	Neuroblasts1|Neurons3	Neuroblasts1|Platelets	Neuroblasts1|Pyramidal cells	Neuroblasts1|Unknown	Neuroblasts2|Astrocytes	Neuroblasts2|Erythroid cells	Neuroblasts2|Interneurons	Neuroblasts2|Neuroblasts1	Neuroblasts2|Neuroblasts2	Neuroblasts2|Neurons1	Neuroblasts2|Neurons2	Neuroblasts2|Neurons3	Neuroblasts2|Platelets	Neuroblasts2|Pyramidal cells	Neuroblasts2|Unknown	Neurons1|Astrocytes	Neurons1|Erythroid cells	Neurons1|Interneurons	Neurons1|Neuroblasts1	Neurons1|Neuroblasts2	Neurons1|Neurons1	Neurons1|Neurons2	Neurons1|Neurons3	Neurons1|Platelets	Neurons1|Pyramidal cells	Neurons1|Unknown	Neurons2|Astrocytes	Neurons2|Erythroid cells	Neurons2|Interneurons	Neurons2|Neuroblasts1	Neurons2|Neuroblasts2	Neurons2|Neurons1	Neurons2|Neurons2	Neurons2|Neurons3	Neurons2|Platelets	Neurons2|Pyramidal cells	Neurons2|Unknown	Neurons3|Astrocytes	Neurons3|Erythroid cells	Neurons3|Interneurons	Neurons3|Neuroblasts1	Neurons3|Neuroblasts2	Neurons3|Neurons1	Neurons3|Neurons2	Neurons3|Neurons3	Neurons3|Platelets	Neurons3|Pyramidal cells	Neurons3|Unknown	Platelets|Astrocytes	Platelets|Erythroid cells	Platelets|Interneurons	Platelets|Neuroblasts1	Platelets|Neuroblasts2	Platelets|Neurons1	Platelets|Neurons2	Platelets|Neurons3	Platelets|Platelets	Platelets|Pyramidal cells	Platelets|Unknown	Pyramidal cells|Astrocytes	Pyramidal cells|Erythroid cells	Pyramidal cells|Interneurons	Pyramidal cells|Neuroblasts1	Pyramidal cells|Neuroblasts2	Pyramidal cells|Neurons1	Pyramidal cells|Neurons2	Pyramidal cells|Neurons3	Pyramidal cells|Platelets	Pyramidal cells|Pyramidal cells	Pyramidal cells|Unknown	Unknown|Astrocytes	Unknown|Erythroid cells	Unknown|Interneurons	Unknown|Neuroblasts1	Unknown|Neuroblasts2	Unknown|Neurons1	Unknown|Neurons2	Unknown|Neurons3	Unknown|Platelets	Unknown|Pyramidal cells	Unknown|Unknown
CPI-CS0DEADB0E8	Glutamate_byGLS_and_SLC17A6_GRIA4	complex:Glutamate_byGLS_and_SLC17A6	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0AB7504CD	Glutamate_byGLS_and_SLC17A7_GRIA4	complex:Glutamate_byGLS_and_SLC17A7	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS056114BA1	Glutamate_byGLS_and_SLC1A2_GRIA4	complex:Glutamate_byGLS_and_SLC1A2	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS04BFC66DA	Glutamate_byGLS_and_SLC1A3_GRIA4	complex:Glutamate_byGLS_and_SLC1A3	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0BCE841D5	Glutamate_byGLS_and_SLC1A6_GRIA4	complex:Glutamate_byGLS_and_SLC1A6	simple:P48058		GRIA4	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0AC140137	Glutamate_byGLS_and_SLC1A6_GRIA1	complex:Glutamate_byGLS_and_SLC1A6	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0356E30C4	Glutamate_byGLS_and_SLC17A6_GRIA2	complex:Glutamate_byGLS_and_SLC17A6	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS00CF3D781	Glutamate_byGLS_and_SLC17A7_GRIA2	complex:Glutamate_byGLS_and_SLC17A7	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS00BBBEE62	Glutamate_byGLS_and_SLC1A2_GRIA2	complex:Glutamate_byGLS_and_SLC1A2	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0D4790CB0	Glutamate_byGLS_and_SLC1A6_GRIA2	complex:Glutamate_byGLS_and_SLC1A6	simple:P42262		GRIA2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS029D39F39	Glutamate_byGLS_and_SLC17A6_GRIA3	complex:Glutamate_byGLS_and_SLC17A6	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS09715A1FF	Glutamate_byGLS_and_SLC17A7_GRIA3	complex:Glutamate_byGLS_and_SLC17A7	simple:P42263		GRIA3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC06D75C64C	GABA_byGAD2_and_SLC6A8_GABA-A_a5b3g2S_complex	complex:GABA_byGAD2_and_SLC6A8	complex:GABA-A_a5b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	1.264																																																																																																																									
CPI-SS076940BCD	LGALS3_MERTK	simple:P17931	simple:Q12866	LGALS3	MERTK	True	False	True	curated	False	Ligand-Receptor	Signaling by Galectin	1.264																																																																																																																									
CPI-SS0F7FF099C	GAS6_MERTK	simple:Q14393	simple:Q12866	GAS6	MERTK	True	False	True	curated	False	Ligand-Receptor	Signaling by Growth arrest	1.264																																																																																																																									
CPI-SS0EAF7B072	NMB_NMBR	simple:P08949	simple:P28336	NMB	NMBR	True	False	True	curated	False	Ligand-Receptor	Signaling by Neuromedin	1.264																																																																																																																									
CPI-CS0E30DD72A	Glutamate_byGLS_and_SLC17A6_GRIA1	complex:Glutamate_byGLS_and_SLC17A6	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS05A9AB39B	Glutamate_byGLS_and_SLC17A7_GRIA1	complex:Glutamate_byGLS_and_SLC17A7	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS03487854B	Glutamate_byGLS_and_SLC1A2_GRIA1	complex:Glutamate_byGLS_and_SLC1A2	simple:P42261		GRIA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0A00FD94B	Glutamate_byGLS_and_SLC1A2_GRIK3	complex:Glutamate_byGLS_and_SLC1A2	simple:Q13003		GRIK3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0827BB954	Glutamate_byGLS_and_SLC1A6_GRIK3	complex:Glutamate_byGLS_and_SLC1A6	simple:Q13003		GRIK3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC00DB97EEF	Glutamate_byGLS_and_SLC17A6_Glutamate_Kainate_3_4_complex	complex:Glutamate_byGLS_and_SLC17A6	complex:Glutamate_Kainate_3_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0535DCAC1	Glutamate_byGLS_and_SLC17A7_Glutamate_Kainate_3_4_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_Kainate_3_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0CA804C89	Glutamate_byGLS_and_SLC1A2_Glutamate_Kainate_3_4_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_Kainate_3_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC049F2ABCF	Glutamate_byGLS_and_SLC1A3_Glutamate_Kainate_3_4_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_Kainate_3_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0C8B25F6D	Glutamate_byGLS_and_SLC1A6_Glutamate_Kainate_3_4_complex	complex:Glutamate_byGLS_and_SLC1A6	complex:Glutamate_Kainate_3_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0BF385067	Glutamate_byGLS_and_SLC1A6_Glutamate_Kainate_2_4_complex	complex:Glutamate_byGLS_and_SLC1A6	complex:Glutamate_Kainate_2_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC056BCA025	Glutamate_byGLS_and_SLC17A6_Glutamate_Kainate_2_5_complex	complex:Glutamate_byGLS_and_SLC17A6	complex:Glutamate_Kainate_2_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC04062A92F	Glutamate_byGLS_and_SLC17A7_Glutamate_Kainate_2_5_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_Kainate_2_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC033AC2E73	Glutamate_byGLS_and_SLC1A2_Glutamate_Kainate_2_5_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_Kainate_2_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0E60351FF	Glutamate_byGLS_and_SLC1A3_Glutamate_Kainate_2_5_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_Kainate_2_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0DB5AB2C4	Glutamate_byGLS_and_SLC1A6_Glutamate_Kainate_2_5_complex	complex:Glutamate_byGLS_and_SLC1A6	complex:Glutamate_Kainate_2_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0C3746C9B	Glutamate_byGLS_and_SLC17A6_GRIK3	complex:Glutamate_byGLS_and_SLC17A6	simple:Q13003		GRIK3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS09A7E9FE7	Glutamate_byGLS_and_SLC17A7_GRIK3	complex:Glutamate_byGLS_and_SLC17A7	simple:Q13003		GRIK3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS009D94220	Glutamate_byGLS_and_SLC17A7_GRIK2	complex:Glutamate_byGLS_and_SLC17A7	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0B15FCB8B	Glutamate_byGLS_and_SLC1A2_GRIK2	complex:Glutamate_byGLS_and_SLC1A2	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS037F4EF32	Glutamate_byGLS_and_SLC1A3_GRIK2	complex:Glutamate_byGLS_and_SLC1A3	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0792FFF91	Glutamate_byGLS_and_SLC1A6_GRIK2	complex:Glutamate_byGLS_and_SLC1A6	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC05DB41C4E	Glutamate_byGLS_and_SLC17A6_Glutamate_Kainate_2_4_complex	complex:Glutamate_byGLS_and_SLC17A6	complex:Glutamate_Kainate_2_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0476711B8	Glutamate_byGLS_and_SLC17A7_Glutamate_Kainate_2_4_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_Kainate_2_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0D02A5FE5	Glutamate_byGLS_and_SLC1A2_Glutamate_Kainate_2_4_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_Kainate_2_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0063E25BD	Glutamate_byGLS_and_SLC1A3_Glutamate_Kainate_2_4_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_Kainate_2_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0918CCE56	Glutamate_byGLS_and_SLC1A3_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC007D5C2B3	Glutamate_byGLS_and_SLC1A6_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC1A6	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC088FD6274	Glutamate_byGLS_and_SLC17A6_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS_and_SLC17A6	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0ACAF2735	Glutamate_byGLS_and_SLC17A7_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0C78F642C	Glutamate_byGLS_and_SLC1A2_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC02BF19DCF	Glutamate_byGLS_and_SLC1A3_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC096C28605	Glutamate_byGLS_and_SLC1A6_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS_and_SLC1A6	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS061474E36	Glutamate_byGLS_and_SLC17A6_GRIK2	complex:Glutamate_byGLS_and_SLC17A6	simple:Q13002		GRIK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0CD4875F8	Glutamate_byGLS_and_SLC1A6_GRM2	complex:Glutamate_byGLS_and_SLC1A6	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS08AC774C8	Glutamate_byGLS_and_SLC17A6_GRM3	complex:Glutamate_byGLS_and_SLC17A6	simple:Q14832		GRM3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS013ADF74E	Glutamate_byGLS_and_SLC17A7_GRM3	complex:Glutamate_byGLS_and_SLC17A7	simple:Q14832		GRM3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0444827FD	Glutamate_byGLS_and_SLC1A2_GRM3	complex:Glutamate_byGLS_and_SLC1A2	simple:Q14832		GRM3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0D33309E7	Glutamate_byGLS_and_SLC1A3_GRM3	complex:Glutamate_byGLS_and_SLC1A3	simple:Q14832		GRM3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0C43745D6	Glutamate_byGLS_and_SLC1A6_GRM3	complex:Glutamate_byGLS_and_SLC1A6	simple:Q14832		GRM3	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS02BEC2C34	Glutamate_byGLS_and_SLC17A6_GRM5	complex:Glutamate_byGLS_and_SLC17A6	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS065936301	Glutamate_byGLS_and_SLC17A7_GRM5	complex:Glutamate_byGLS_and_SLC17A7	simple:P41594		GRM5	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0C3432D7F	Glutamate_byGLS_and_SLC17A7_GRM1	complex:Glutamate_byGLS_and_SLC17A7	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS03F7F264A	Glutamate_byGLS_and_SLC1A2_GRM1	complex:Glutamate_byGLS_and_SLC1A2	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS06BDC8BFA	Glutamate_byGLS_and_SLC1A3_GRM1	complex:Glutamate_byGLS_and_SLC1A3	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS052714C89	Glutamate_byGLS_and_SLC1A6_GRM1	complex:Glutamate_byGLS_and_SLC1A6	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS029E1DC98	Glutamate_byGLS_and_SLC17A6_GRM2	complex:Glutamate_byGLS_and_SLC17A6	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS046DB98C7	Glutamate_byGLS_and_SLC17A7_GRM2	complex:Glutamate_byGLS_and_SLC17A7	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS08C7956BD	Glutamate_byGLS_and_SLC1A2_GRM2	complex:Glutamate_byGLS_and_SLC1A2	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS077A43ACD	Glutamate_byGLS_and_SLC1A3_GRM2	complex:Glutamate_byGLS_and_SLC1A3	simple:Q14416		GRM2	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC06CC71FC3	Glutamate_byGLS_and_SLC1A3_Glutamate_NMDA_1_2A_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_NMDA_1_2A_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC06FC18E3A	Glutamate_byGLS_and_SLC1A6_Glutamate_NMDA_1_2A_complex	complex:Glutamate_byGLS_and_SLC1A6	complex:Glutamate_NMDA_1_2A_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC09E794969	Glutamate_byGLS_and_SLC17A6_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS_and_SLC17A6	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0F0C48A55	Glutamate_byGLS_and_SLC17A7_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0DCE246DF	Glutamate_byGLS_and_SLC1A2_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0E366FBD5	Glutamate_byGLS_and_SLC1A3_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0664821F8	Glutamate_byGLS_and_SLC1A6_Glutamate_NMDA_1_2B_complex	complex:Glutamate_byGLS_and_SLC1A6	complex:Glutamate_NMDA_1_2B_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CS0733858F1	Glutamate_byGLS_and_SLC17A6_GRM1	complex:Glutamate_byGLS_and_SLC17A6	simple:Q13255		GRM1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC02346F1A9	Glutamate_byGLS_and_SLC17A6_Glutamate_Kainate_3_5_complex	complex:Glutamate_byGLS_and_SLC17A6	complex:Glutamate_Kainate_3_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC093B33AB4	Glutamate_byGLS_and_SLC17A7_Glutamate_Kainate_3_5_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_Kainate_3_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC03E04AA64	Glutamate_byGLS_and_SLC1A2_Glutamate_Kainate_3_5_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_Kainate_3_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0CB231C91	Glutamate_byGLS_and_SLC1A3_Glutamate_Kainate_3_5_complex	complex:Glutamate_byGLS_and_SLC1A3	complex:Glutamate_Kainate_3_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0E5CBF38E	Glutamate_byGLS_and_SLC1A6_Glutamate_Kainate_3_5_complex	complex:Glutamate_byGLS_and_SLC1A6	complex:Glutamate_Kainate_3_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0638AC67E	Glutamate_byGLS_and_SLC17A6_Glutamate_NMDA_1_2A_complex	complex:Glutamate_byGLS_and_SLC17A6	complex:Glutamate_NMDA_1_2A_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0456B9A93	Glutamate_byGLS_and_SLC17A7_Glutamate_NMDA_1_2A_complex	complex:Glutamate_byGLS_and_SLC17A7	complex:Glutamate_NMDA_1_2A_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0AC4592F2	Glutamate_byGLS_and_SLC1A2_Glutamate_NMDA_1_2A_complex	complex:Glutamate_byGLS_and_SLC1A2	complex:Glutamate_NMDA_1_2A_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	1.264																																																																																																																									
CPI-CC0E6BCEC26	Activin_ligand_ab_ACVR_1B2B_receptor	complex:Activin_ligand_ab	complex:ACVR_1B2B_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.264																																																																																																																									
CPI-SC0FDDA8A63	INHA_ACVR_1B2B_receptor	simple:P05111	complex:ACVR_1B2B_receptor	INHA		True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.264																																																																																																																									
CPI-CC04553E312	Inhibin_ligand_A_ACVR_1B2B_receptor	complex:Inhibin_ligand_A	complex:ACVR_1B2B_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.264																																																																																																																									
CPI-CC057B323A5	Inhibin_ligand_B_ACVR_1B2B_receptor	complex:Inhibin_ligand_B	complex:ACVR_1B2B_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.264																																																																																																																									
CPI-SC00C9C81E3	GDF11_ACVR_1B2A_receptor	simple:O95390	complex:ACVR_1B2A_receptor	GDF11		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.264																																																																																																																									
CPI-CC0288FD89F	Activin_ligand_ab_ACVR_1B2A_receptor	complex:Activin_ligand_ab	complex:ACVR_1B2A_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.264																																																																																																																									
CPI-SC0B3D321CC	INHA_ACVR_1B2A_receptor	simple:P05111	complex:ACVR_1B2A_receptor	INHA		True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.264																																																																																																																									
CPI-CC0FA8B4931	Inhibin_ligand_A_ACVR_1B2A_receptor	complex:Inhibin_ligand_A	complex:ACVR_1B2A_receptor			True	False	True	curated	False	Ligand-Receptor	Signaling by Inhibin/Activin	1.264																																																																																																																									
CPI-CC00045ECF5	Glycine_bySHMT2_and_SLC6A9_Glycine_a1b_complex	complex:Glycine_bySHMT2_and_SLC6A9	complex:Glycine_a1b_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	1.264																																																																																																																									
CPI-CC0DE37C04C	Glycine_bySHMT1_and_SLC6A5_Glycine_a2_complex	complex:Glycine_bySHMT1_and_SLC6A5	complex:Glycine_a2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	1.264																																																																																																																									
CPI-CC054A40212	Glycine_bySHMT1_and_SLC6A9_Glycine_a2_complex	complex:Glycine_bySHMT1_and_SLC6A9	complex:Glycine_a2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	1.264																																																																																																																									
CPI-CC0F959FD6A	Glycine_bySHMT2_and_SLC6A5_Glycine_a2_complex	complex:Glycine_bySHMT2_and_SLC6A5	complex:Glycine_a2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	1.264																																																																																																																									
CPI-CC0EA1D60C5	Glycine_bySHMT2_and_SLC6A9_Glycine_a2_complex	complex:Glycine_bySHMT2_and_SLC6A9	complex:Glycine_a2_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glycine	1.264																																																																																																																									
CPI-SS0AE964947	GAS6_AXL	simple:Q14393	simple:P30530	GAS6	AXL	True	False	True	curated	False	Ligand-Receptor	Signaling by Growth arrest	1.264																																																																																																																									
CPI-SC0A86600AA	GDF10_ACVR_1B2B_receptor	simple:P55107	complex:ACVR_1B2B_receptor	GDF10		True	False	True	curated	False	Ligand-Receptor	Signaling by Growth differentiation factor	1.264																																																																																																																									
